Name_lang,InitialRotation_0,InitialRotation_1,InitialRotation_2,ID,GameObjectID,Flags,Type,ModelType,ModelFileDataID,ThumbnailFileDataID,WeightCost,ItemID,InitialScale,FirstTimeAcquisitionXP,OrderIndex,Field_12_0_0_63534_015,StartingQuantity,UiModelSceneID
"Berserker's Empowerment",0,0,0,3900,0,3,1,1,200305,7423335,3,247763,1,10,648,2,0,0
"Enigmatic Purple Crystal",0,0,0,3901,0,131,1,1,200307,7423339,3,247764,1,10,649,0,0,0
"Healer's Empowerment",0,0,0,3902,0,3,1,1,200308,7423343,3,247765,1,10,617,2,0,0
"Runner's Empowerment",0,0,0,3903,0,3,1,1,200309,7423347,3,247766,1,10,639,2,0,0
"Wise Pandaren's Bed",0,0,0,3904,0,3,1,1,579248,7423351,3,247767,1,10,701,2,0,0
"Guardian's Empowerment",0,0,0,3905,0,3,1,1,660744,7423355,3,247768,1,10,702,2,0,0
"Chaotic Empowerment",0,0,0,3906,0,3,1,1,1586378,7423359,3,247769,1,10,650,2,0,0
"Mysterious Empowerment",0,0,0,3907,0,3,1,1,1588459,7423363,3,247770,1,10,703,2,0,0
"Zangarmarsh Lamppost",0,0,0,3908,0,130,1,1,193878,7116664,100,247771,1,0,980,0,0,0
"Small Zangarshroom Patch",0,0,0,3909,0,131,1,1,193917,7116665,100,247772,1,0,981,0,0,0
"Sturdy Zangarshelf",0,0,0,3910,0,131,1,1,193932,7116666,100,247773,1,0,992,0,0,0
"Orange Zangarmarsh Tree",0,0,0,3911,0,131,1,1,193937,7116669,100,247774,0.40000000596,0,982,0,0,0
"Glowing Zangarshroom Bowl",0,0,0,3912,0,131,1,1,193948,7116670,100,247775,1,0,884,0,0,0
"Glowing Zangarshroom Cup",0,0,0,3913,0,3,1,1,193949,7423383,1,247776,1,10,885,2,0,0
"Blue Zangarmarsh Tree",0,0,0,3914,0,131,1,1,193980,7116673,100,247777,1,0,886,0,0,0
"Green Zangarmarsh Tree",0,0,0,3915,0,131,1,1,193984,7116674,100,247778,1,0,887,0,0,0
"Purple Zangarmarsh Tree",0,0,0,3916,0,131,1,1,193988,7116675,100,247779,1,0,993,0,0,0
"Withered Zangarmarsh Tree",0,0,0,3917,0,131,1,1,193990,7116677,100,247780,1,0,888,0,0,0
"Glowing Withered Zangarmarsh Tree",0,0,0,3918,0,131,1,1,193991,7116679,100,247781,1,0,983,0,0,0
"Pulsing Zangarshroom",0,0,0,3919,0,131,1,1,201124,7116681,100,247782,1,0,889,0,0,0
"[DNT] Orange Spore Light - endeavor canceled (inside only)",0,0,0,3920,0,192,1,1,202225,7116682,100,247783,1,0,984,2,0,0
"[DNT] Spore Light - endeavor canceled (inside only)",0,0,0,3921,0,192,1,1,202229,7116683,100,247784,1,0,985,2,0,0
"Galactic Void-Scarred Banner",0,0,0,3922,0,3,1,1,6210877,7116690,5,247785,1,10,997,2,0,0
"Nightborne Merchant's Stall",0,0,0,3981,0,3,1,1,1352412,7423403,5,247842,1,10,656,2,0,0
"Deluxe Suramar Sleeper",0,0,0,3982,0,3,1,1,1361683,7423407,5,247843,1,10,657,2,0,0
"Suramar Library",-90,0,0,3983,0,3,1,1,1366196,7423411,5,247844,1,10,610,2,0,0
"Nightborne Bench",0,0,0,3984,562181,3,1,1,1369308,7423415,1,247845,1,10,618,2,0,1452
"Arcwine Counter",0,0,0,3985,0,3,1,1,1393424,7423419,5,247847,1,10,763,2,0,0
"Pandaren Lacquered Crate",0,0,0,3993,0,3,1,1,520092,7423423,1,247855,1,10,651,2,0,0
"Serenity Peak Tent",0,0,0,3994,0,3,1,1,531405,7423427,5,247856,1,10,749,2,0,0
"Shaohao Ceremonial Bell",0,0,0,3995,0,3,1,1,531955,7423431,5,247858,1,10,764,2,0,0
"[DNT] [AUTOGEN] 12BE_BloodElf_Decor_Pillow01_Destroyed.m2",0,0,0,4013,0,131,1,1,7127784,7128751,0,247890,1,10,825,0,0,0
"[DNT] [AUTOGEN] 12BE_BloodElf_Furniture_BeanBag01_Destroyed.m2",0,0,0,4014,0,131,1,1,7127786,7423439,0,247891,1,10,911,0,0,0
"Nightborne Lantern",0,0,0,4022,0,3,1,1,1309258,7423443,1,247908,1,10,619,2,0,0
"Suramar Fencepost",0,0,0,4023,0,3,1,1,1360361,7423447,1,247909,1,10,730,2,0,0
"Suramar Sconce",0,0,0,4024,0,3,2,1,1360655,7423451,1,247910,1,10,731,2,0,0
"Shal'dorei Seat",0,0,0,4025,563313,3,1,1,1361686,7423455,1,247911,1,10,658,2,0,0
"Large Traditional Shal'dorei Rug",0,0,0,4026,0,3,4,1,1361706,7423459,5,247912,1,10,620,2,0,0
"Ornate Suramar Table",0,0,0,4027,0,3,1,1,1361708,7423463,5,247913,1,10,732,2,0,0
"Covered Ornate Suramar Table",0,0,0,4028,0,3,1,1,1361709,7423467,5,247914,1,10,733,2,0,0
"Square Suramar Table",0,0,0,4029,0,3,1,1,1361710,7423471,3,247915,1,10,765,2,0,0
"Covered Square Suramar Table",0,0,0,4030,0,3,1,1,1361711,7423475,3,247916,1,10,621,2,0,0
"Covered Small Suramar Table",0,0,0,4031,0,3,1,1,1361714,7423479,1,247917,1,10,766,2,0,0
"Nightborne Jeweler's Table",0,0,0,4032,0,3,1,1,1368700,7423483,1,247918,1,10,739,2,0,0
"Traditional Shal'dorei Rug",0,0,0,4033,0,3,4,1,1378306,7423487,3,247919,1,10,659,2,0,0
"Circular Shal'dorei Rug",0,0,0,4034,0,3,4,1,1378307,7423491,3,247920,1,10,660,2,0,0
"Nightborne Wall Shelf",0,0,0,4035,0,3,2,1,1389475,7423495,3,247921,1,10,622,2,0,1452
"Suramar Fence",0,0,0,4036,0,3,1,1,1408526,7423499,1,247922,1,10,740,2,0,0
"Suramar Containment Cell",0,0,0,4037,0,3,1,1,1408528,7423503,5,247923,1,10,661,2,0,0
"Suramar Street Light",0,0,0,4038,0,3,1,1,1410429,7423507,5,247924,1,10,713,2,0,0
"Suramar Storage Crate",0,0,0,4039,0,3,1,1,1445014,7423511,1,247925,1,10,662,2,0,0
"Suramar Window",0,0,0,4040,0,3,2,1,1309274,7423515,3,248009,0.89999997616,10,767,2,0,0
"Shal'dorei Open-Air Tent",0,0,0,4041,0,3,1,1,1373509,7423519,5,248010,1,10,768,2,0,0
"Trueshot Skeletal Dragon Head",0,0,0,4042,0,3,2,1,1315073,7423523,5,248011,1,10,747,3,0,0
"Pandaren Target Dummy",0,0,0,4048,0,131,1,1,533284,7423527,3,248081,1,10,652,0,0,0
"Traditional Brewfest Stein",0,0,0,4157,0,3,1,1,2918351,7423531,1,248101,1,10,623,2,0,0
"Venthyr's Target Dummy",0,0,0,4158,0,131,1,1,3719708,7423535,3,248102,1,10,663,0,0,0
"Draconic Stone Table",0,0,0,4159,0,3,1,1,3883454,7423539,5,248103,1,10,685,2,0,0
"Pentagonal Stone Table",0,0,0,4160,0,3,1,1,3883455,7423543,1,248104,1,10,737,2,0,0
"Valdrakken Sconce",0,0,0,4161,0,3,2,1,3886996,7423547,3,248105,1,10,686,2,0,0
"Valdrakken Banded Barrel",0,0,0,4162,0,3,1,1,3917374,7423551,1,248106,1,10,687,2,0,0
"Valdrakken Storage Crate",0,0,0,4163,0,3,1,1,3917382,7423555,1,248107,1,10,714,2,0,0
"Long Valdrakken Storage Crate",0,0,0,4164,0,3,1,1,3917383,7423559,3,248108,1,10,688,2,0,0
"Valdrakken Fence",0,0,0,4165,0,3,1,1,3952852,7423563,1,248109,1,10,689,2,0,0
"Valdrakken Fencepost",0,0,0,4166,0,3,1,1,3952853,7423567,1,248110,1,10,664,2,0,0
"Verdant Valdrakken Vase",0,0,0,4167,0,3,1,1,4204641,7423571,3,248111,0.60000002384,10,665,2,0,0
"Valdrakken Garden Fountain",0,0,0,4168,0,3,1,1,4204643,7423575,3,248112,1,10,715,2,0,0
"Thaldraszus Telescope",0,0,0,4169,0,3,1,1,4222966,7423579,1,248113,1,10,690,2,0,0
"Draconic Nesting Bed",0,0,0,4170,0,3,1,1,4237314,7423583,5,248114,0.5,10,716,2,0,0
"[DNT] Valdrakken Bookcase - DO NOT USE - newer asset in place",0,0,0,4171,0,192,1,1,4286995,7468064,5,248115,1,0,717,0,0,0
"Valdrakken Chandelier",0,0,0,4172,0,3,3,1,4290181,7423591,1,248116,0.69999998808,10,718,2,0,0
"Studious Dracthyr's Tomes",0,0,0,4173,0,3,1,1,4298566,7423595,1,248117,1,10,719,2,0,0
"Literature of the Blue Dragonflight",0,0,0,4174,0,3,1,1,4317323,7423599,1,248118,1,10,720,2,0,0
"Literature of the Green Dragonflight",0,0,0,4175,0,3,1,1,4317324,7423603,1,248119,1,10,666,2,0,0
"Literature of the Red Dragonflight",0,0,0,4176,0,3,1,1,4317325,7423607,1,248120,1,10,667,2,0,0
"Draconic Circular Rug",0,0,0,4177,0,3,4,1,4497614,7423611,5,248121,0.69999998808,10,721,2,0,0
"Non-Fatal One-Armed Bandit",0,0,0,4178,0,131,1,1,5933735,7423615,5,248122,1,10,691,0,0,0
"[DNT] DuelingFlag_HousingProp.m2 - DO NOT USE - tester asset",0,0,0,4179,0,192,1,1,7134776,7423619,3,248123,1,0,692,0,0,0
"The Great Hoard",0,0,0,4180,0,3,1,1,7134811,7423623,5,248124,1,10,624,4,0,0
"Portal to Damnation",0,0,0,4181,0,3,1,1,7134869,7423627,5,248125,1,10,722,4,0,0
"Razorwind Storage Table",0,0,0,4386,0,3,1,1,7080290,7423631,3,248246,1,0,693,1,0,0
"Stormwind Footlocker",0,0,0,4401,0,3,1,1,936398,7423635,1,248332,1,10,625,2,0,0
"Stormwind Large Wooden Table",0,0,0,4402,0,3,1,1,936473,7423639,5,248333,1,10,723,2,0,0
"Stormwind Wooden Bench",0,0,0,4403,565537,3,1,1,7571145,7423643,1,248334,1,10,626,2,0,1452
"Stormwind Wooden Stool",0,0,0,4404,565538,3,1,1,953802,7423647,1,248335,1,10,627,2,0,0
"Stormwind Wooden Table",0,0,0,4405,0,3,1,1,953804,7423651,3,248336,1,10,611,2,0,0
"Round-Top Boulder",0,0,0,4406,0,3,1,1,7142957,7423655,5,248337,1,0,628,1,0,0
"Flat Boulder",0,0,0,4407,0,3,1,1,7142958,7423659,5,248338,1,0,629,1,0,1318
"Hilltop Boulder",0,0,0,4408,0,3,1,1,7142959,7423663,5,248339,1,0,724,1,0,0
"Founder's Point Signpost",0,0,0,4422,0,3,1,1,6794424,7423667,3,248400,0.89999997616,0,738,1,0,0
"Ornamental Kaldorei Glaive",0,0,0,4423,0,3,1,1,7146887,7423671,1,248401,1,10,668,3,0,0
"Grummle Kafa Refinery",0,0,0,4424,0,3,1,1,532503,7148226,5,248402,1,10,998,3,0,0
"Grummle Tent",0,0,0,4425,0,3,1,1,577606,7145252,5,248403,1,10,905,2,0,0
"Stack of Kafa Mugs",0,0,0,4426,0,3,1,1,1305116,7145319,1,248404,1,10,976,2,0,0
"Kafa Creamer",0,0,0,4427,0,3,1,1,1305118,7428056,1,248405,1,10,975,2,0,0
"Legerdemain Lounge Sign Board",0,0,0,4428,0,3,1,1,1305132,7145336,1,248406,1,10,994,2,0,0
"Dalaran Kafa Table",0,0,0,4429,0,3,1,1,1400889,0,3,248407,1,10,977,2,0,0
"[DNT] [AUTOGEN] 12BE_BloodElf_Structure_Statue02.m2",0,0,0,4430,0,131,1,1,6684013,7489630,100,248408,1,0,890,0,0,0
"Stormwind Keg Stand",0,0,0,4443,0,3,1,1,929381,7423695,3,248617,1,10,792,2,0,0
"Westfall Woven Basket",0,0,0,4444,0,3,1,1,949210,7423699,1,248618,1,10,769,2,0,0
"Stormwind Gazebo",0,0,0,4445,0,3,1,1,1004948,7423703,5,248619,1,10,770,3,0,0
"Stormwind Trellis and Basin",0,0,0,4446,0,3,1,1,1004961,7423707,3,248620,0.60000002384,10,793,2,0,0
"Stormwind Arched Trellis",0,0,0,4447,0,3,1,1,1004965,7423711,3,248621,0.60000002384,10,794,2,0,0
"Wooden Outhouse",0,0,0,4448,0,3,1,1,1048173,7423715,5,248622,1,10,771,2,0,0
"Kaldorei Scribe's Shelf",0,0,0,4449,0,131,1,1,1120369,7423719,3,248623,1,10,795,0,0,0
"Cookout Campfire",0,0,0,4450,565956,163,1,1,1525053,7423723,1,248624,1,10,796,0,0,0
"Razorwind Succulent Palm",0,0,0,4451,0,3,1,1,5917522,7423727,5,248625,1,0,797,1,1,0
"Razorwind Fighting Cactus",0,0,0,4452,0,3,1,1,5930373,7423731,3,248626,1,0,798,1,0,0
"Razorwind Tumbleweed",0,0,0,4453,0,3,1,1,5975189,7423735,1,248627,1,0,799,1,0,0
"Razorwind Palm Tree",0,0,0,4454,0,3,1,1,6009471,7423739,5,248628,1,0,800,1,0,0
"Nagrand Blueberry Bush",0,0,0,4455,0,3,1,1,6043927,7423743,3,248629,1,0,772,1,0,0
"Barrens Hosta Bush",0,0,0,4456,0,3,1,1,6043931,7423747,1,248630,1,0,673,1,0,1452
"Azsharan Firespear Tree",0,0,0,4457,0,3,1,1,6043949,7423751,3,248631,1,0,674,1,0,0
"Hardy Razorwind Grass Patch",0,0,0,4458,0,3,1,1,6067030,7423755,3,248632,0.60000002384,0,675,1,2,1452
"Flowering Durotar Cactus",0,0,0,4459,0,3,1,1,6135282,7423759,3,248633,1,0,773,1,0,0
"Razorwind Acacia Tree",0,0,0,4460,0,3,1,1,6363040,7423763,5,248634,1,0,775,1,0,0
"Elwynn Whitebrush",0,0,0,4461,0,3,1,1,6382414,7423767,1,248635,0.5,0,676,1,0,0
"Razorwind Gobtree",0,0,0,4462,0,3,1,1,6695766,7423771,3,248636,1,0,776,1,0,0
"Sunset Aster Flowers",0,0,0,4463,0,3,1,1,6711665,7423775,1,248637,1,0,694,1,0,0
"Pink Razorwind Paintbrush",0,0,0,4464,0,3,1,1,6711668,7423779,1,248638,1,0,695,1,0,0
Gloomrose,0,0,0,4465,0,3,1,1,6717236,7423783,1,248639,0.5,0,696,1,0,0
"Duskberry Bush",0,0,0,4466,0,3,1,1,6717239,7423787,1,248640,1,0,777,1,0,0
"Duskwood Shadebrush",0,0,0,4467,0,3,1,1,6717242,7423791,1,248641,0.5,0,704,1,0,0
"Creeping Lattice Ivy",0,0,0,4468,0,3,1,1,6717278,7423795,1,248642,1,0,778,1,0,0
"Duskwood Sycamore Shrub",0,0,0,4469,0,3,1,1,6717284,7423799,3,248643,1,0,705,1,0,0
"Spiritbloom Flower",0,0,0,4470,0,3,1,1,6736324,7423803,1,248644,1,0,779,1,0,0
"Pink Gilnean Rose",0,0,0,4471,0,3,1,1,6799055,7423807,1,248645,0.5,0,706,1,0,0
"Silvermoon Sunrise Bush",0,0,0,4472,0,3,1,1,6799058,7423811,1,248646,0.5,0,612,1,1,0
"Founder's Point Blooming Grass Patch",0,0,0,4473,0,3,1,1,6799070,7423815,1,248647,1,0,707,1,0,1452
"Autumn Leaf Pile",0,0,0,4474,0,3,1,1,6799089,7423819,1,248648,0.5,0,613,1,0,1452
"Young Chestnut Tree",0,0,0,4475,0,3,1,1,6799093,7423823,5,248649,1,0,708,1,1,0
"Razorwind Flamebrush",0,0,0,4476,0,3,1,1,6933428,7423827,1,248650,1,0,780,1,0,0
"Draconic Memorial Stone",0,0,0,4477,0,3,1,1,7141928,7423831,5,248651,1,10,709,2,0,0
"Dragon's Grand Mirror",0,0,0,4478,0,3,1,1,7141931,7423835,3,248652,1,10,614,2,0,0
"Valdrakken Stone Stool",0,0,0,4479,565957,3,1,1,7141933,7423839,1,248653,1,10,781,2,0,0
"Valdrakken Gilded Throne",0,0,0,4480,565958,3,1,1,7141934,7423843,3,248654,1,10,710,2,0,0
"Elegant Dracthyr's Tea Set",0,0,0,4481,0,3,1,1,7141935,7423847,1,248655,1,10,711,2,0,0
"Dragon's Hoard Chest",0,0,0,4482,0,3,1,1,7141936,7423851,3,248656,1,10,782,2,0,0
"Valdrakken Market Tent",0,0,0,4483,0,3,1,1,7141938,7423855,5,248657,1,10,783,2,0,0
"Elven Wood Crate",0,0,0,4484,0,3,1,1,6435036,7423859,1,248658,1,0,807,1,0,0
"Stormwind Workbench",0,0,0,4485,0,3,1,1,943720,7423863,3,248660,1,10,784,2,0,0
"Northshire Scribe's Desk",0,0,0,4486,0,3,1,1,949629,7423867,3,248661,1,10,655,2,0,0
"Jewelcrafter's Tent",0,0,0,4487,0,3,1,1,950140,7423871,5,248662,1,10,785,2,0,0
"Wooden Doghouse",0,0,0,4488,0,3,1,1,955690,7423875,3,248663,1,10,786,2,0,0
"Alliance Soldier's Bed",0,0,0,4489,0,131,1,1,961706,7423879,3,248664,1,10,787,0,0,0
"Stormwind Peddler's Cart",0,0,0,4490,0,3,1,1,1028015,7423883,5,248665,1,10,788,3,0,0
"Relaxing Goblin Beach Chair with Cup Gripper",0,0,0,4560,569037,3,1,1,7152353,7423887,1,248758,1,10,669,2,0,0
"Amirdrassil Stool",0,0,0,4561,569038,3,1,1,7152354,7423891,1,248759,1,10,725,2,0,0
"Lovely Elven Shelf",0,0,0,4562,0,3,1,1,6435029,7423895,1,248760,1,0,808,1,0,0
"Elwynn Fence",0,0,0,4811,0,3,1,1,194903,7423899,1,248794,1,10,741,2,0,0
"Elwynn Fencepost",0,0,0,4812,0,3,1,1,194909,7423903,1,248795,1,10,742,2,0,0
"Goldshire Food Cart",0,0,0,4813,0,3,1,1,660974,7423907,5,248796,1,10,631,2,0,0
"City Wanderer's Candleholder",0,0,0,4814,0,3,1,1,936393,7423911,1,248797,1,10,630,2,0,1554
"Northshire Barrel",0,0,0,4815,0,3,1,1,950755,7423915,1,248798,1,10,632,2,0,0
"Wooden Storage Crate",0,0,0,4816,0,3,1,1,950767,7423919,1,248799,1,10,633,2,0,0
"Architect's Drafting Table",0,0,0,4818,0,3,1,1,969975,7423923,3,248800,1,10,743,3,0,0
"Stormwind Weapon Rack",0,0,0,4819,0,3,1,1,4618938,7423927,1,248801,1,10,744,2,0,0
"Elwynn Grass Patch",0,0,0,4822,0,3,1,1,6225391,7423931,1,248802,1,0,634,1,2,1452
"Elwynn Grass Spread",0,0,0,4823,0,3,1,1,6225392,7423935,1,248803,0.60000002384,0,635,1,0,1452
"[DNT] Rugged Brazier - DO NOT USE - neighborhood use only",0,0,0,4829,0,192,1,1,6391286,7423939,5,248804,1,0,636,0,0,0
"[DNT] Standing Rugged Brazier - DO NOT USE - neighborhood use only",0,0,0,4831,0,192,1,1,6391287,7423943,5,248805,1,0,670,0,0,0
"[DNT] Rugged Fire Pit - DO NOT USE - neighborhood use only",0,0,0,4833,0,192,1,1,6391288,7423947,5,248806,1,0,671,0,0,0
"Nesingwary Mounted Shoveltusk Head",0,0,0,4839,0,3,2,1,6924247,7423951,3,248807,1,10,745,3,0,0
"Nesingwary Mounted Elk Head",0,0,0,4841,0,3,2,1,6924248,7423955,3,248808,1,10,746,3,0,0
"Void-Corrupted Rotunda",0,0,0,4843,0,259,1,1,7011541,7423959,5,248809,1,0,637,3,0,0
"Rough Wooden Chair",0,0,0,4844,566777,3,1,1,7151868,7423963,1,248810,1,10,672,2,0,0
"Elwynn Small Grass Patch",0,0,0,4845,0,3,1,1,7154457,7423967,1,248811,1,0,607,1,0,0
"Golden Cloud Serpent Treasure Chest",0,0,0,5111,0,3,1,1,629723,7423971,3,248934,1,10,653,3,0,0
"Five Dawns Weapon Rack",0,0,0,5112,0,3,1,1,520067,7423975,3,248935,1,10,712,2,0,0
"Five Dawns Shrine of the Smoking Fish",0,0,0,5113,0,3,1,1,529275,7423979,3,248936,1,10,774,2,0,0
"Ironpaw Stew Cart",0,0,0,5114,0,131,1,1,898239,7423983,5,248937,1,10,789,0,0,0
"Hooded Iron Lantern",0,0,0,5115,0,3,1,1,960094,7423987,1,248938,1,10,790,2,0,0
"Stormwind Lamppost",0,0,0,5116,0,3,1,1,960215,7423991,3,248939,1,10,791,2,0,0
"Replica Felblood Altar",0,0,0,5117,567313,3,1,1,1277582,7423995,3,248940,1,10,734,3,0,1452
"[DNT] Dreadscar Battle Planning Map - do not use - new asset",0,0,0,5118,0,192,1,1,1308068,7423999,3,248941,1,0,735,3,0,0
"Five Dawns Planning Table",0,0,0,5119,0,3,1,1,1323662,7424005,3,248942,1,10,748,3,0,0
"Black Harvest Banner",0,0,0,5120,0,3,1,1,1394859,7424007,3,248943,1,10,608,2,0,0
"Monastery Gong",0,0,0,5126,0,3,1,1,6877675,7424011,5,248958,1,10,1099,3,0,0
"Dreadscar Bookcase",0,0,0,5127,0,3,1,1,6877677,7424015,3,248959,1,10,1100,2,0,0
"Dreadscar Dais",0,0,0,5128,0,3,4,1,6877678,7424019,5,248960,1,10,1121,3,0,0
"Furious Tiki Mask",0,0,0,5129,0,3,2,1,6163852,7164291,1,279362,1,10,1126,2,0,0
"Mysterious Voodoo Mask",0,0,0,5130,0,3,2,1,6163853,7164447,1,248962,1,10,1127,2,0,0
"Spirit-Touched Amani Mask",0,0,0,5131,0,3,2,1,6163854,7164450,1,248963,1,10,1128,3,0,0
"Cosmic Void Table",0,0,0,5132,0,3,1,1,6885568,7183612,5,248964,1,10,1133,2,0,0
"Resplendent Highborne Statue",0,0,0,5133,0,3,1,1,7152563,7424035,5,248965,1,10,1129,2,0,0
"Tauren Hanging Brazier",0,0,0,5136,0,3,2,1,7194087,7424039,5,248985,1,10,1115,2,0,0
"Black Harvest Orrery",0,0,0,5292,0,3,1,1,6877679,7424043,5,249004,1,10,1101,2,0,1452
"Smoke Sconce",0,0,0,5342,0,3,2,1,7130714,7424047,1,249143,1,10,1123,2,0,0
"Replica Cursed Forge of the Nathrezim",0,0,0,5525,0,3,1,1,1260635,7424051,3,249457,1,10,1116,3,0,1452
"Replica Forge of Odyn",0,0,0,5526,0,3,1,1,1300920,7424055,3,249458,1,10,1113,3,0,0
"Illidari Glaiverest",0,0,0,5527,0,3,1,1,1301086,7424059,1,249459,1,10,1110,3,0,0
"Skyhold Brazier",0,0,0,5528,0,3,1,1,1332984,7424065,3,249460,1,10,1114,2,0,0
"Skyhold War Table",0,0,0,5529,0,3,1,1,1450335,7424067,5,249461,1,10,1111,3,0,0
"Illidari Banner",0,0,0,5530,0,3,2,1,6892652,7424071,3,249462,1,10,1117,2,0,0
"Illidari Skull Sentinel",0,0,0,5531,0,3,1,1,6892653,7424079,3,249463,1,10,1124,2,0,0
"Valarjar Banner",0,0,0,5532,0,3,2,1,7155603,7424087,5,249464,1,10,1118,2,0,0
"Valarjar Keg of Celebration",0,0,0,5533,0,131,1,1,7155604,7424085,5,249465,1,10,1125,0,0,0
"Valarjar Shield Wall",0,0,0,5534,0,3,1,1,7155606,7424077,5,249466,1,10,1119,3,0,0
"Fel Hammer Scouting Map",0,0,0,5555,0,3,1,1,1321783,7424089,3,249518,1,10,1098,3,0,0
"Preserver's Censer",0,0,0,5556,0,3,1,1,4215255,7424095,1,249545,1,10,1102,2,0,0
"Dracthyr Weapon Rack",0,0,0,5557,0,131,1,1,4216978,7424099,3,249546,1,10,1103,0,0,0
"Evoker's Elegant Rug",0,0,0,5558,0,3,4,1,4248068,7424103,3,249547,1,10,1104,2,0,0
"Augmenter's Opal Banner",0,0,0,5559,0,3,1,1,4317329,7424107,1,249548,1,10,1106,2,0,0
"Draconic Crafter's Table",0,0,0,5560,0,3,1,1,4528488,7424111,3,249549,1,10,1105,2,0,0
"Wind Rider Roost",0,0,0,5561,0,3,1,1,7109341,7424115,5,249550,1,0,1107,1,0,0
"Skyhold Spear Rack",0,0,0,5562,0,3,1,1,7209759,7424119,3,249551,1,10,1122,2,0,0
"Elven Standing Mirror",0,0,0,5563,0,3,1,1,6435031,7424123,3,249558,1,0,1130,1,0,0
"Reverent Sin'dorei Statue",0,0,0,5564,0,3,1,1,6684012,7424127,5,249559,1,10,1138,2,0,0
"Replica Tome of Fel Secrets",0,0,0,5575,0,3,1,1,6892689,7424131,1,249690,1,10,1120,3,0,0
"Amani Supply Sack",0,0,0,5648,0,3,1,1,6212425,7424135,3,249765,1,10,1139,2,0,0
"[DNT] [AUTOGEN] 12FN_Fungarian_Crafting_Tool03.m2",0,0,0,5649,0,131,1,1,6225686,7214574,0,249766,1,10,1134,0,0,0
"[DNT] [AUTOGEN] 12FN_Fungarian_Storage_Barrel01.m2",0,0,0,5650,0,131,1,1,6225713,7424143,0,249767,1,10,1135,0,0,0
"Fungarian Barrel",0,0,0,5651,0,3,1,1,6225714,7424147,3,249768,1,10,1136,2,0,0
"Founder's Point Street Sign",0,0,0,5687,0,3,1,1,6794425,7424151,1,249822,1,0,1108,1,0,0
"Founder's Point Navigation Sign",0,0,0,5688,0,3,1,1,7139687,7424155,1,249823,1,0,1109,1,0,0
"Devastator's Brazier",0,0,0,5689,0,3,1,1,7209758,7424159,3,249824,1,10,1112,2,0,0
"[DNT] [AUTOGEN] 12FN_Fungarian_Lighting_Lantern01.m2",0,0,0,5794,569750,131,1,1,6225709,7214573,0,249918,1,10,1131,0,0,0
"Sin'dorei Golden Welcome",0,0,0,5796,0,3,1,1,7216049,7424167,5,249923,1,10,1132,2,0,0
"[DNT] [AUTOGEN] 12FN_Fungarian_Lighting_Lantern01_Unlit.m2",0,0,0,5797,569755,131,1,1,7228705,7231622,0,249924,1,10,1137,0,0,0
"Small Wooden Footstool",0,0,0,5851,617455,3,1,1,6794418,7424175,1,250092,1,0,1144,1,0,0
"Tusked Weapon Rack",0,0,0,5853,0,3,1,1,7080314,7424179,3,250093,1,0,1145,1,0,0
"Empty Orgrimmar Bathtub",0,0,0,5854,0,3,1,1,7134790,7424183,3,250094,1,0,1146,1,0,1452
"Runed Stone Placard",0,0,0,5855,0,3,1,1,7139667,7424187,1,250095,2,0,1147,1,0,0
"Trueshot Lodge Weapon Rack",0,0,0,5877,0,3,1,1,1313898,7424191,3,250110,1,10,1154,2,0,0
"Replica Tome of the Ancients",0,0,0,5878,0,3,1,1,1324674,7424195,3,250111,1,10,1533,3,0,0
"Ebon Blade Planning Map",0,0,0,5879,0,3,1,1,1338446,7424199,3,250112,1,10,1155,3,0,0
"Ebon Blade Tome",0,0,0,5880,0,3,1,1,1354764,7424203,1,250113,1,10,1156,2,0,0
"Acherus Worktable",0,0,0,5881,0,3,1,1,1355133,7424207,3,250114,1,10,1157,2,0,0
"Ebon Blade Weapon Rack",0,0,0,5882,0,3,1,1,1355367,7424211,3,250115,1,10,1158,3,0,0
"""Autumn's Eternal Bliss"" Painting",0,0,0,5883,0,131,2,1,7233617,7424215,1,250118,1,10,1159,0,0,0
"""Heart of Quel'Thalas"" Painting",0,0,0,5884,0,131,2,1,7233618,7424219,1,250119,1,10,1160,0,0,0
"""Citadel of Unending Void"" Painting",0,0,0,5885,0,131,2,1,7233619,7424223,1,250120,1,10,1161,0,0,0
"""Forest's Bulwark"" Painting",0,0,0,5886,0,131,2,1,7233620,7424227,1,250121,1,10,1162,0,0,0
"""The Verdant Underwild"" Painting",0,0,0,5887,0,131,2,1,7233621,7424231,1,250122,1,10,1163,0,0,0
"Replica Acherus Soul Forge",0,0,0,5888,0,3,1,1,6892693,7424235,3,250123,1,10,1164,3,0,0
"Ebon Blade Banner",0,0,0,5889,0,3,2,1,6892710,7424239,3,250124,1,10,1165,2,0,0
"Replica Altar of the Eternal Hunt",0,0,0,5890,0,3,1,1,1276980,7424243,3,250125,1,10,1166,3,0,1452
"Unseen Path Archer's Gallery",0,0,0,5891,0,3,1,1,7233609,7424247,1,250126,1,10,1167,3,0,0
"Replica Tales of the Hunt",0,0,0,5892,0,3,1,1,7233610,7424251,1,250127,1,10,1168,3,0,0
"Banner of the Unseen Path",0,0,0,5893,0,3,2,1,7233612,7424255,3,250128,1,10,1169,2,0,0
"Tirisgarde Candle",0,0,0,5894,570438,3,1,1,965876,7424259,1,250130,1,10,1170,2,0,1554
