Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,RewardItemID,Criteria_tree,Shares_criteria,CovenantID,HiddenBeforeDisplaySeason,LegacyAfterTimeEvent
"Defeat Oondasta on the Isle of Giants.","Millions of Years of Evolution vs. My Fist",,8123,870,-1,0,15107,0,10,0,46,236192,0,31963,0,0,0,0
"Complete the Throne of Thunder raid achievements listed below.","Glory of the Thundering Raider","Reward: Reins of the Armored Skyscreamer",8124,-1,-1,0,168,0,25,143360,33,646682,93662,32090,0,0,0,0
"Defeat Nalak, the Storm Lord, on the Isle of Thunder while in a raid with at least 8 guild members.","Nalak Guild Run",,8137,870,-1,0,15154,0,10,61440,9,135931,0,32112,0,0,0,0
"Defeat Oondasta on the Isle of Giants while in a raid with at least 8 guild members.","Oondasta Guild Run",,8138,870,-1,0,15154,0,10,61440,10,797328,0,32114,0,0,0,0
"Defeat Lei Shen in Throne of Thunder on Heroic difficulty while in a guild group.","Heroic: Lei Shen Guild Run",,8139,-1,-1,0,15154,0,10,61440,12,840303,0,32442,0,0,0,0
"Defeat the bosses in the Throne of Thunder while in a guild group.","Throne of Thunder Guild Run",,8140,-1,-1,0,15154,0,10,61440,11,646682,0,32458,0,0,0,0
,"Jin'rokh the Breaker kills (LFR Throne of Thunder)",,8141,1098,-1,0,15164,0,0,1,98,136243,0,32318,0,0,0,0
,"Jin'rokh the Breaker kills (10-player Normal Throne of Thunder)",,8142,1098,-1,0,15164,0,0,1,99,136243,0,32320,0,0,0,0
,"Jin'rokh the Breaker kills (25-player Normal Throne of Thunder)",,8143,1098,-1,0,15164,0,0,1,100,136243,0,32322,0,0,0,0
,"Jin'rokh the Breaker kills (10-player Heroic Throne of Thunder)",,8144,1098,-1,0,15164,0,0,1,101,136243,0,32324,0,0,0,0
,"Jin'rokh the Breaker kills (25-player Heroic Throne of Thunder)",,8145,1098,-1,0,15164,0,0,1,102,136243,0,32326,0,0,0,0
,"Nalak kills",,8146,1064,-1,0,15164,0,0,1,96,136243,0,32602,0,0,0,0
,"Oondasta kills",,8147,870,-1,0,15164,0,0,1,97,136243,0,32604,0,0,0,0
,"Horridon kills (LFR Throne of Thunder)",,8148,1098,-1,0,15164,0,0,1,103,136243,0,32328,0,0,0,0
,"Horridon kills (10-player Normal Throne of Thunder)",,8149,1098,-1,0,15164,0,0,1,104,136243,0,32330,0,0,0,0
,"Horridon kills (25-player Normal Throne of Thunder)",,8150,1098,-1,0,15164,0,0,1,105,136243,0,32332,0,0,0,0
,"Horridon kills (10-player Heroic Throne of Thunder)",,8151,1098,-1,0,15164,0,0,1,106,136243,0,32334,0,0,0,0
,"Horridon kills (25-player Heroic Throne of Thunder)",,8152,1098,-1,0,15164,0,0,1,107,136243,0,32336,0,0,0,0
,"Council of Elders kills (LFR Throne of Thunder)",,8153,1098,-1,0,15164,0,0,1,108,136243,0,32338,0,0,0,0
,"Council of Elders kills (10-player Normal Throne of Thunder)",,8154,1098,-1,0,15164,0,0,1,109,136243,0,32340,0,0,0,0
,"Council of Elders kills (25-player Normal Throne of Thunder)",,8155,1098,-1,0,15164,0,0,1,110,136243,0,32342,0,0,0,0
,"Council of Elders kills (10-player Heroic Throne of Thunder)",,8156,1098,-1,0,15164,0,0,1,111,136243,0,32344,0,0,0,0
,"Council of Elders kills (25-player Heroic Throne of Thunder)",,8157,1098,-1,0,15164,0,0,1,112,136243,0,32346,0,0,0,0
,"Tortos kills (LFR Throne of Thunder)",,8158,1098,-1,0,15164,0,0,1,113,136243,0,32348,0,0,0,0
,"Tortos kills (10-player Normal Throne of Thunder)",,8159,1098,-1,0,15164,0,0,1,114,136243,0,32350,0,0,0,0
,"Tortos kills (25-player Normal Throne of Thunder)",,8160,1098,-1,0,15164,0,0,1,115,136243,0,32352,0,0,0,0
,"Tortos kills (25-player Heroic Throne of Thunder)",,8161,1098,-1,0,15164,0,0,1,117,136243,0,32356,0,0,0,0
,"Tortos kills (10-player Heroic Throne of Thunder)",,8162,1098,-1,0,15164,0,0,1,116,136243,0,32354,0,0,0,0
,"Megaera kills (LFR Throne of Thunder)",,8163,1098,-1,0,15164,0,0,1,118,136243,0,32358,0,0,0,0
,"Megaera kills (10-player Normal Throne of Thunder)",,8164,1098,-1,0,15164,0,0,1,119,136243,0,32360,0,0,0,0
,"Megaera kills (25-player Normal Throne of Thunder)",,8165,1098,-1,0,15164,0,0,1,120,136243,0,32362,0,0,0,0
,"Megaera kills (10-player Heroic Throne of Thunder)",,8166,1098,-1,0,15164,0,0,1,121,136243,0,32364,0,0,0,0
,"Megaera kills (25-player Heroic Throne of Thunder)",,8167,1098,-1,0,15164,0,0,1,122,136243,0,32366,0,0,0,0
,"Ji-Kun kills (LFR Throne of Thunder)",,8168,1098,-1,0,15164,0,0,1,124,136243,0,32368,0,0,0,0
,"Ji-Kun kills (10-player Normal Throne of Thunder)",,8169,1098,-1,0,15164,0,0,1,125,136243,0,32370,0,0,0,0
,"Ji-Kun kills (25-player Normal Throne of Thunder)",,8170,1098,-1,0,15164,0,0,1,126,136243,0,32372,0,0,0,0
,"Ji-Kun kills (10-player Heroic Throne of Thunder)",,8171,1098,-1,0,15164,0,0,1,127,136243,0,32374,0,0,0,0
,"Ji-Kun kills (25-player Heroic Throne of Thunder)",,8172,1098,-1,0,15164,0,0,1,128,136243,0,32376,0,0,0,0
,"Durumu the Forgotten kills (LFR Throne of Thunder)",,8173,1098,-1,0,15164,0,0,1,129,136243,0,32378,0,0,0,0
,"Durumu the Forgotten kills (10-player Normal Throne of Thunder)",,8174,1098,-1,0,15164,0,0,1,130,136243,0,32380,0,0,0,0
,"Durumu the Forgotten kills (25-player Normal Throne of Thunder)",,8175,1098,-1,0,15164,0,0,1,131,136243,0,32382,0,0,0,0
,"Durumu the Forgotten kills (10-player Heroic Throne of Thunder)",,8176,1098,-1,0,15164,0,0,1,132,136243,0,32384,0,0,0,0
,"Durumu the Forgotten kills (25-player Heroic Throne of Thunder)",,8177,1098,-1,0,15164,0,0,1,133,136243,0,32386,0,0,0,0
,"Primordius kills (LFR Throne of Thunder)",,8178,1098,-1,0,15164,0,0,1,134,136243,0,32388,0,0,0,0
,"Primordius kills (10-player Normal Throne of Thunder)",,8179,1098,-1,0,15164,0,0,1,135,136243,0,32390,0,0,0,0
,"Primordius kills (25-player Heroic Throne of Thunder)",,8180,1098,-1,0,15164,0,0,1,138,136243,0,32396,0,0,0,0
,"Primordius kills (10-player Heroic Throne of Thunder)",,8181,1098,-1,0,15164,0,0,1,137,136243,0,32394,0,0,0,0
,"Primordius kills (25-player Normal Throne of Thunder)",,8182,1098,-1,0,15164,0,0,1,136,136243,0,32392,0,0,0,0
,"Dark Animus kills (LFR Throne of Thunder)",,8183,1098,-1,0,15164,0,0,1,139,136243,0,32398,0,0,0,0
,"Dark Animus kills (10-player Normal Throne of Thunder)",,8184,1098,-1,0,15164,0,0,1,140,136243,0,32400,0,0,0,0
,"Dark Animus kills (25-player Normal Throne of Thunder)",,8185,1098,-1,0,15164,0,0,1,141,136243,0,32402,0,0,0,0
,"Dark Animus kills (10-player Heroic Throne of Thunder)",,8186,1098,-1,0,15164,0,0,1,142,136243,0,32404,0,0,0,0
,"Dark Animus kills (25-player Heroic Throne of Thunder)",,8187,1098,-1,0,15164,0,0,1,143,136243,0,32406,0,0,0,0
,"Iron Qon kills (LFR Throne of Thunder)",,8188,1098,-1,0,15164,0,0,1,144,136243,0,32408,0,0,0,0
,"Iron Qon kills (10-player Normal Throne of Thunder)",,8189,1098,-1,0,15164,0,0,1,145,136243,0,32410,0,0,0,0
,"Iron Qon kills (25-player Normal Throne of Thunder)",,8190,1098,-1,0,15164,0,0,1,146,136243,0,32412,0,0,0,0
,"Iron Qon kills (10-player Heroic Throne of Thunder)",,8191,1098,-1,0,15164,0,0,1,147,136243,0,32414,0,0,0,0
,"Iron Qon kills (25-player Heroic Throne of Thunder)",,8192,1098,-1,0,15164,0,0,1,148,136243,0,32416,0,0,0,0
,"Twin Consorts kills (LFR Throne of Thunder)",,8193,1098,-1,0,15164,0,0,1,149,136243,0,32418,0,0,0,0
,"Twin Consorts kills (10-player Normal Throne of Thunder)",,8194,1098,-1,0,15164,0,0,1,150,136243,0,32420,0,0,0,0
,"Twin Consorts kills (25-player Normal Throne of Thunder)",,8195,1098,-1,0,15164,0,0,1,151,136243,0,32422,0,0,0,0
,"Twin Consorts kills (10-player Heroic Throne of Thunder)",,8196,1098,-1,0,15164,0,0,1,152,136243,0,32424,0,0,0,0
,"Twin Consorts kills (25-player Heroic Throne of Thunder)",,8197,1098,-1,0,15164,0,0,1,153,136243,0,32426,0,0,0,0
,"Lei Shen kills (LFR Throne of Thunder)",,8198,1098,-1,0,15164,0,0,1,154,136243,0,32428,0,0,0,0
,"Lei Shen kills (10-player Normal Throne of Thunder)",,8199,1098,-1,0,15164,0,0,1,155,136243,0,32430,0,0,0,0
,"Lei Shen kills (25-player Normal Throne of Thunder)",,8200,1098,-1,0,15164,0,0,1,156,136243,0,32432,0,0,0,0
,"Lei Shen kills (25-player Heroic Throne of Thunder)",,8201,1098,-1,0,15164,0,0,1,158,136243,0,32436,0,0,0,0
,"Lei Shen kills (10-player Heroic Throne of Thunder)",,8202,1098,-1,0,15164,0,0,1,157,136243,0,32434,0,0,0,0
,"Ra-den defeated (10-player Heroic Throne of Thunder)",,8203,1098,-1,0,15164,0,0,1,159,136243,0,32438,0,0,0,0
"Earn Exalted status with Operation: Shieldwall.","Operation: Shieldwall",,8205,-1,1,0,15114,0,10,0,16,464076,0,32146,0,0,0,0
"Earn Exalted status with the Dominance Offensive.","Dominance Offensive",,8206,-1,0,0,15114,0,10,0,17,464078,0,32144,0,0,0,0
"Earn Exalted status with the Kirin Tor Offensive.","Kirin Tor Offensive",,8208,-1,1,0,15114,0,10,0,18,801132,0,32148,0,0,0,0
"Earn Exalted status with the Sunreaver Onslaught","Sunreaver Onslaught",,8209,-1,0,0,15114,0,10,0,19,838819,0,32150,0,0,0,0
"Earn Exalted status with the Shado-Pan Assault.","Shado-Pan Assault",,8210,-1,-1,0,15114,0,10,0,20,645204,0,32152,0,0,0,0
"Loot the rare books listed below from Zandalari trolls on the Isle of Thunder.","Zandalari Library Card",,8212,-1,-1,0,15110,0,10,0,64,133738,0,32160,0,0,0,0
"Obtain a Heart of the Nightwing mount through the Recruit-a-Friend program.","Friends In Places Higher Yet",,8213,-1,-1,0,15269,1,0,133120,60,399041,0,32170,0,0,0,0
"Achieved Malevolent Gladiator title.","Malevolent Gladiator",,8214,-1,-1,0,15270,0,0,2048,128,236543,0,32174,0,0,0,0
"Obtain the Malevolent Gladiator's Cloud Serpent from Arena Season 12 of Mists of Pandaria.","Malevolent Gladiator's Cloud Serpent",,8216,-1,-1,0,15269,1,0,133120,29,838515,0,32176,0,0,0,0
"Earn 25,000 Conquest Points in Season 13.","Tyrannical Conquest",,8218,-1,1,0,15279,0,0,2048,33,236396,0,0,0,0,0,0
"Restore and display pristine versions of all Mantid artifacts.","History of the Mantid",,8219,-1,-1,0,15071,0,10,0,93,236805,0,32185,0,0,0,0
"Restore 5 Banners of the Mantid Empire.","Collector: Banners of the Mantid Empire",,8220,-1,-1,0,15071,0,10,0,76,236805,0,32206,0,0,0,0
"Restore 20 Banners of the Mantid Empire.","Collector: Banners of the Mantid Empire",,8221,-1,-1,8220,15071,0,10,0,77,236805,0,32208,0,0,0,0
"Restore 5 Ancient Sap Feeders.","Collector: Ancient Sap Feeders",,8222,-1,-1,0,15071,0,10,0,78,236805,0,32210,0,0,0,0
"Restore 20 Ancient Sap Feeders.","Collector: Ancient Sap Feeders",,8223,-1,-1,8222,15071,0,10,0,79,236805,0,32212,0,0,0,0
"Restore 5 Praying Mantids.","Collector: Praying Mantids",,8224,-1,-1,0,15071,0,10,0,80,236805,0,32214,0,0,0,0
"Restore 20 Praying Mantids.","Collector: Praying Mantids",,8225,-1,-1,8224,15071,0,10,0,81,236805,0,32216,0,0,0,0
"Restore 5 Inert Sound Beacons.","Collector: Inert Sound Beacons",,8226,-1,-1,0,15071,0,10,0,82,236805,0,32218,0,0,0,0
"Restore 20 Inert Sound Beacons.","Collector: Inert Sound Beacons",,8227,-1,-1,8226,15071,0,10,0,83,236805,0,32220,0,0,0,0
"Restore 5 Remains of Paragons.","Collector: Remains of Paragons",,8228,-1,-1,0,15071,0,10,0,84,236805,0,32222,0,0,0,0
"Restore 20 Remains of Paragons.","Collector: Remains of Paragons",,8229,-1,-1,8228,15071,0,10,0,85,236805,0,32224,0,0,0,0
"Restore 5 Mantid Lamps.","Collector: Mantid Lamps",,8230,-1,-1,0,15071,0,10,0,86,236805,0,32226,0,0,0,0
"Restore 20 Mantid Lamps.","Collector: Mantid Lamps",,8231,-1,-1,8230,15071,0,10,0,87,236805,0,32228,0,0,0,0
"Restore 5 Pollen Collectors.","Collector: Pollen Collectors",,8232,-1,-1,0,15071,0,10,0,88,236805,0,32230,0,0,0,0
"Restore 20 Pollen Collectors.","Collector: Pollen Collectors",,8233,-1,-1,8232,15071,0,10,0,89,236805,0,32232,0,0,0,0
"Restore 5 Kypari Sap Containers.","Collector: Kypari Sap Containers",,8234,-1,-1,0,15071,0,10,0,90,236805,0,32234,0,0,0,0
"Restore 20 Kypari Sap Containers.","Collector: Kypari Sap Containers",,8235,-1,-1,0,15071,0,10,0,91,236805,0,32236,0,0,0,0
"Defeat Lei Shen in Throne of Thunder on Heroic difficulty, before the release of patch 5.4.","Cutting Edge: Lei Shen",,8238,1098,-1,8249,15271,0,0,2048,40,840303,0,32244,0,0,0,0
"End PvP season 12 in the top .5% of the rated battleground ladder.","Hero of the Alliance: Malevolent",,8243,-1,1,0,15270,0,0,14336,136,236593,0,32246,0,0,0,0
"End PvP season 12 in the top .5% of the rated battleground ladder.","Hero of the Horde: Malevolent",,8244,-1,0,0,15270,0,0,14336,137,236629,0,32248,0,0,0,0
"Defeat Grand Empress Shek'zeer in Heart of Fear on Normal difficulty, before the release of patch 5.2.","Ahead of the Curve: Grand Empress Shek'zeer",,8246,1009,-1,0,15271,0,0,2048,35,624012,0,32257,0,0,0,0
"Defeat the Sha of Fear in Terrace of Endless Spring on Normal difficulty, before the release of patch 5.2.","Ahead of the Curve: Sha of Fear",,8248,996,-1,0,15271,0,0,2048,37,627685,0,32260,0,0,0,0
"Defeat Lei Shen in Throne of Thunder on Normal difficulty, before the release of patch 5.4.","Ahead of the Curve: Lei Shen",,8249,1098,-1,0,15271,0,0,2048,39,840303,0,32265,0,0,0,0
,"Ra-den defeated (25-player Heroic Throne of Thunder)",,8256,1098,-1,0,15164,0,0,1,160,136243,0,32440,0,0,0,0
"First guild on the realm to defeat Ra-den in Throne of Thunder on Heroic difficulty while in a guild group.","Realm First! Ra-den",,8257,-1,-1,0,15093,0,0,63744,18,800880,0,32472,0,0,0,0
"Defeat Ra-den in Throne of Thunder while in a guild group.","Heroic: Ra-den Guild Run",,8258,-1,-1,0,15154,0,10,63488,13,800880,0,32474,0,0,0,0
"Defeat Ra-den in Throne of Thunder, before the release of patch 5.4.","Cutting Edge: Ra-den",,8260,1098,-1,8238,15271,0,0,2048,41,800880,0,32476,0,0,0,0
"Number of pet battles won with all 3 pets at level 25.","Pet Battles won at max level",,8278,-1,-1,0,15219,0,0,131073,2,136243,0,32639,0,0,0,0
"Number of PvP pet battles won with all 3 pets at level 25.","PvP Pet Battles won at max level",,8286,-1,-1,0,15219,0,0,131073,3,136243,0,32718,0,0,0,0
,"Gastropod meals provided",,8291,-1,-1,0,15164,0,0,1,123,136243,0,32745,0,0,0,0
"Collect all of the battle pets listed below from Karazhan, Serpentshrine Cavern, and Tempest Keep.","Raiding with Leashes II: Attunement Edition","Reward: Tito",8293,-1,-1,0,15118,0,10,131072,56,236431,97558,32747,0,0,0,0
"Complete the Secrets of Ragefire scenario.","The Secrets of Ragefire",,8294,1131,-1,0,15302,0,10,0,54,135726,0,32873,0,0,0,0
"Complete the Secrets of Ragefire scenario without any member of the Gob Squad taking damage.","The Few, the Proud, the Gob Squad",,8295,1131,-1,0,15302,0,10,0,56,236622,0,32877,0,0,0,0
"Win 10 PvP pet battles through Find Battle with a full team of level 25 pets.","Merciless Pet Brawler",,8297,-1,-1,0,15119,0,10,131072,19,236534,0,32761,0,0,0,0
"Win 50 PvP pet battles through Find Battle with a full team of level 25 pets.","Vengeful Pet Brawler",,8298,-1,-1,8297,15119,0,10,131072,20,236535,0,32763,0,0,0,0
"Win 250 PvP pet battles through Find Battle with a full team of level 25 pets.","Brutal Pet Brawler","Reward: Stunted Direhorn",8300,-1,-1,8298,15119,0,10,131072,21,236536,94191,32765,0,0,0,0
"Win 1000 PvP pet battles through Find Battle with a full team of level 25 pets.","Deadly Pet Brawler","Title Reward: Trainer",8301,-1,-1,8300,15119,0,10,131072,22,236537,0,32767,0,0,0,0
"Obtain 200 mounts (usable by a single character).","Mount Parade","Reward: Armored Red Dragonhawk",8302,-1,0,7862,15248,0,10,131072,23,852827,98104,32772,0,0,0,0
"Obtain 200 mounts (usable by a single character).","Mount Parade","Reward: Armored Blue Dragonhawk",8304,-1,1,7860,15248,0,10,131072,15,852826,98259,32770,0,0,0,0
"Responsible for pitting Vol'jin's troll uprising against Garrosh Hellscream's Horde during Patch 5.3: Escalation.",Hordebreaker,"Rewards Title: The Hordebreaker",8306,-1,1,0,15447,0,0,2048,6,801002,0,32783,0,0,0,0
"Aided Vol'jin's troll uprising during Patch 5.3: Escalation.","Darkspear Revolutionary","Rewards Title: Darkspear Revolutionary",8307,-1,0,0,15447,0,0,2048,7,801002,0,32785,0,0,0,0
"Defeat Borokhula the Destroyer in A Brewing Storm on Heroic Difficulty.","Heroic: A Brewing Storm",,8310,1005,-1,0,15302,0,10,0,8,236192,0,32793,0,0,0,0
"Complete the Crypt of Forgotten Kings scenario on Heroic Difficulty.","Heroic: Crypt of Forgotten Kings",,8311,1030,-1,0,15302,0,10,0,31,646675,0,32795,0,0,0,0
"Complete the Blood in the Snow scenario on Heroic Difficulty.","Heroic: Blood in the Snow",,8312,1130,-1,0,15302,0,10,0,24,801009,0,32797,0,0,0,0
"Defeat Admiral Hagman in the Battle on the High Seas.","Battle on the High Seas",,8314,1099,1,0,15302,0,10,0,68,252185,0,32802,0,0,0,0
"Defeat Admiral Hodgson in the Battle on the High Seas.","Battle on the High Seas",,8315,1099,0,0,15302,0,10,0,70,252185,0,32804,0,0,0,0
"Complete the Blood in the Snow scenario.","Blood in the Snow",,8316,1130,-1,0,15302,0,10,0,23,236755,0,32815,0,0,0,0
"Complete the Dark Heart of Pandaria scenario.","Dark Heart of Pandaria",,8317,1144,-1,0,15302,0,10,0,39,839910,0,32825,0,0,0,0
"Complete the Dark Heart of Pandaria scenario on Heroic Difficulty.","Heroic: Dark Heart of Pandaria",,8318,1144,-1,0,15302,0,10,0,40,839910,0,32827,0,0,0,0
"Pick up three special artifacts in a single instance of the Dark Heart of Pandaria scenario.","Accelerated Archaeology",,8319,1144,-1,0,15302,0,10,0,41,454069,0,32829,0,0,0,0
"Work with Wrathion to create your legendary cloak and complete his quest to defeat Garrosh Hellscream.","Chapter V: Judgment of the Black Prince","Title Reward: Legend of Pandaria",8325,-1,-1,0,15447,0,0,2048,15,656543,0,32871,0,0,0,0
"Complete the Secrets of Ragefire scenario on Heroic Difficulty.","Heroic: The Secrets of Ragefire",,8327,1131,-1,0,15302,0,10,0,55,135726,0,32875,0,0,0,0
"Use every basket of Shimmerweed in a single Blood in the Snow scenario run.","Heed the Weed",,8329,1130,-1,0,15302,0,10,0,25,134184,0,32879,0,0,0,0
"Don't let Hekima cast Hekima's Wisdom in the Blood in the Snow scenario.","Hekima's Heal-Halter",,8330,1130,-1,0,15302,0,10,0,26,135907,0,32880,0,0,0,0
"Win Deepwind Gorge.","Deepwind Gorge Victory",,8331,2245,-1,0,15218,0,10,0,1,618317,0,32883,0,0,0,0
"Complete 100 victories in Deepwind Gorge.","Deepwind Gorge Veteran",,8332,2245,-1,8331,15218,0,10,0,2,618317,0,32885,0,0,0,0
"Win Deepwind Gorge with a score of 1500 to 0.","Deepwind Gorge Perfection",,8333,2245,-1,0,15218,0,20,0,3,236348,0,32887,0,0,0,0
"Reach Rank 9 with Bizmo's Brawlpub during the Pandaria campaign.","Having a Brawl (Season 1)",,8335,-1,1,0,15234,0,0,6144,32,458971,0,32889,0,0,0,0
"Reach Rank 10 with Bizmo's Brawlpub during the Pandaria campaign.","I've Got the Biggest Brawls of Them All (Season 1)",,8336,-1,1,0,15234,0,0,6144,33,572035,0,32891,0,0,0,0
"Reach Rank 9 with Brawl'gar Arena during the Pandaria campaign.","Having a Brawl (Season 1)",,8337,-1,0,0,15234,0,0,6144,39,458971,0,32893,0,0,0,0
"Reach Rank 10 with Brawl'gar Arena during the Pandaria campaign.","I've Got the Biggest Brawls of Them All (Season 1)",,8338,-1,0,0,15234,0,0,6144,40,572035,0,32895,0,0,0,0
"Earn the right to purchase challenge cards for the following Brawler's Guild bosses during the Draenor campaign.","Collect Your Deck (Season 2)",,8339,-1,1,0,15234,0,0,2048,52,466724,0,32897,0,0,0,0
"Defeat the following Brawler's Guild bosses during the Pandaria campaign.","Deck Your Collection (Season 1)",,8340,-1,1,0,15234,0,0,6144,35,466724,0,0,0,0,0,0
"Earn the right to purchase challenge cards for the following Brawler's Guild bosses during the Draenor campaign.","Collect Your Deck (Season 2)",,8342,-1,0,0,15234,0,0,2048,58,466724,0,32923,0,0,0,0
"Defeat the following Brawler's Guild bosses during the Pandaria campaign.","Deck Your Collection (Season 1)",,8343,-1,0,0,15234,0,0,6144,42,466724,98543,0,0,0,0,0
"Owner of the Hearthsteed mount from the Hearthstone promotion.",Hearthstoned,,8345,-1,-1,0,15268,0,0,133120,39,853211,0,32951,0,0,0,0
"Complete the Battle on the High Seas Scenario without any member of your party getting hit by cannon fire at any point.","Keep those Bombs Away! (From Me)",,8347,1099,-1,0,15302,0,10,0,72,132212,0,32955,0,0,0,0
"Complete all of the pet battle daily quests listed below.","The Longest Day","Reward: Marked Flawless Battle Stone",8348,-1,-1,0,15117,0,10,131072,20,134376,0,32997,0,0,0,0
"Assault 50 mines in Deepwind Gorge.","Mine! Mine! Mine!",,8350,1105,-1,0,15279,0,0,2048,114,236389,0,33001,0,0,0,0
"Capture 50 mine carts in Deepwind Gorge.","Other People's Property",,8351,1105,-1,0,15279,0,0,2048,113,236375,0,33003,0,0,0,0
"Fall 25 yards without dying in Deepwind Gorge.","Puddle Jumper",,8354,1105,-1,0,15279,0,0,2048,116,135992,0,33009,0,0,0,0
