Description_lang,SourceText_lang,ID,CreatureID,SummonSpellID,IconFileDataID,PetTypeEnum,Flags,SourceTypeEnum,CardUIModelSceneID,LoadoutUIModelSceneID
"Sha-lings reflect the emotional state of their handler, becoming agitated, depressed, fearful, or doubtful depending on the magnitude of negative thoughts around them.","|cFFFFD200Drop:|r Sha of Pride|n|cFFFFD200Raid:|r Siege of Orgrimmar|n|cFFFFD200Difficulty:|r LFR and Flexible",1332,73351,148059,651085,6,2,0,6,7
"The Jademist Dancers of the Timeless Isle have a curious attraction to the steam vents of the northwestern shore.","|cFFFFD200Drop:|r Jademist Dancer|n|cFFFFD200Zone:|r Timeless Isle",1333,73355,148060,656560,6,2,0,6,7
"The tiny terror of the Dread Wastes, Kovok prefers a steady diet of ""brain food:"" mushan brains, human brains, any brains really. This strange nutritional requirement may be tangentally related to his enormous head.","|cFFFFD200Drop:|r Paragons of the Klaxxi|n|cFFFFD200Raid:|r Siege of Orgrimmar|n",1334,73354,148061,624010,7,2,0,6,7
"The odd blue flames found within the Cavern of Lost Spirits have led many unwary adventurers to their doom.","|cFFFFD200Drop:|r Foreboding Flame|n|cFFFFD200Zone:|r Timeless Isle|n|n",1335,73357,148551,135777,6,2,0,6,7
"When the village of Pi'jiu was attacked by the Ordon Yaungol generations ago, the villagers bravely erected a keg in the center of the village. The following morning, after the celebration had died down, the still-drunken Yaungol blearily agreed to a peace treaty.","|cFFFFD200Drop:|r Zhu-Gon the Sour|n|cFFFFD200Zone:|r Timeless Isle|n|n",1336,73367,148063,669467,6,2,0,6,7
"Spineclaw crabs of Pandaria have existed for thousands of years and remain one of the continent's oldest creatures.","|cFFFFD200Drop:|r Monstrous Spineclaw|n|cFFFFD200Zone:|r Timeless Isle|n",1337,73366,148066,132186,8,2,0,6,7
"Gulp frogs of the Timeless Isle can feast upon prey several times larger than themselves by slowly digesting the victim externally with a toxic slime.","|cFFFFD200Drop:|r Bufo|n|cFFFFD200Pet Battle: |rTimeless Isle",1338,73359,148067,804966,8,2,0,6,7
,,1339,73627,0,896625,7,1072,-1,6,7
"Some young and rambunctious hozen are trained from an early age to use boxing gloves so they don't accidentally kill their tribe members, and more importantly, to keep them from picking their noses.","|cFFFFD200Drop:|r Kukuru Chest|n|cFFFFD200Zone:|r Timeless Isle",1343,73668,148373,877482,0,18,0,6,7
"One of the beasts left on the Timeless Isle when it shifted through time, most likely sacrificed by the Ordon to their demigod, Ordos.","|cFFFFD200Vendor: |rSpeaker Gulan|n|cFFFFD200Zone: |rTimeless Isle",1344,73688,148427,838551,7,2,2,6,7
"Swarmlings of Gu'chi spin an ancient, and very powerful, form of silk that has not been seen in Pandaria in ages.","|cFFFFD200Drop:|r Gu'chi the Swarmbringer|n|cFFFFD200Zone:|r Timeless Isle",1345,73730,148527,648918,4,2,0,6,7
"Prolonged exposure to Shaohao's tranquil mists has calmed these spirits, which act as peaceful companions to the Mistweavers.","|cFFFFD200Vendor: |rMistweaver Ku|n|cFFFFD200Zone: |rTimeless Isle|n|cFFFFD200Faction: |rShaohao - Pathwalker",1346,73732,148530,838550,5,2,2,6,7
"The Jadefire Spirit is thought to be a living embodiment of Yu'lon's own jade breath.","|cFFFFD200Drop:|r Spirit of Jadefire|n|cFFFFD200Zone:|r Timeless Isle|n|n",1348,73738,148552,135794,6,2,0,6,7
"Fed up with long hours, low pay, and entitled adventurers whining about sub-standard Winter Veil gifts, these nasty little creatures fled their magical workshops to join up with the Abominable Greench.","|cFFFFD200World Event:|r Feast of Winter Veil|n",1349,73741,148567,134144,0,2,1,6,7
"A candle inside of the kite heats the air, causing it to rise into the air without the need for wind.","|cFFFFD200Vendor:|r Ku-Mo|n|cFFFFD200Zone:|r Timeless Isle",1350,73809,148684,645352,2,146,2,6,7
"These possessed puppets are given a semblance of life by whimsical spirits of the departed.","|cFFFFD200World Event:|r Day of the Dead",1351,34770,66175,237272,3,2,6,6,7
,,1352,444,0,135997,7,49,-1,6,7
,,1354,73977,0,254109,9,1072,4,6,7
"A mastiff bred for rescue, the Alterac brewhound's bloodline is famous for having found and resuscitated many mountain travelers trapped beneath the snow... and then slobbering all over them.","|cFFFFD200Pet Store|r|n",1363,74402,149787,132620,7,114,9,6,7
"We're Crusaders from a fable. We dance whene'er we're able. We do routines and chorus scenes, with footwork impeccable!","|cFFFFD200Promotion:|r BlizzCon 2013",1364,74405,149792,615479,0,114,7,6,7
"Watch your coin purse.","|cFFFFD200Promotion:|r Diablo 3: Reaper of Souls Collector's Edition",1365,74413,149810,370211,0,114,7,6,7
"The dark wings will cloud and consume the minds of the weak, because they are just so adorable!","|cFFFFD200Promotion:|r Warlords of Draenor Collector's Edition",1386,77137,155748,657488,2,114,7,6,7
,,3024,173842,340710,134389,6,16466,0,6,7
,,3326,189655,375473,4227787,7,16594,-1,6,7
"A flamboyant, noisy bird with a scream that can shatter concentration.",,4172,7388,10681,132916,2,34,-1,6,7
,,4182,7569,10718,136040,7,34,-1,6,7
,,4183,7568,10719,136040,7,34,-1,6,7
,,4184,7566,10720,136040,7,34,-1,6,7
,,4185,7570,10721,136116,5,34,-1,6,7
,,4204,21266,36467,132311,7,16386,-1,6,7
,,4206,22328,38842,133015,9,34,-1,6,7
"Lucky squeals when he's angry or when he's eating. Either way, you don't want to bother him.","|cFFFFD200Promotion|r |n",4211,23114,40319,133858,4,16466,7,6,7
,,4228,33199,62514,133871,9,16386,-1,6,7
,,4229,34031,64351,254104,9,16386,-1,6,7
"Flurky carries a sunflower close to her heart, spreading peace and unity wherever she waddles.","|cFFFFD200Promotion|r |n",4233,181485,359755,294473,0,16466,7,6,7
"A peculiar penguin with a penchant for pebbles.","|cFFFFD200Promotion|r |n",4234,194870,384796,134575,8,16450,7,6,7
"Because it's her favorite holiday, Hoplet wears her Lunar Festival outfit year-round.","|cFFFFD200Promotion|r |n",4235,196534,388541,4680677,5,16466,7,6,7
"A bubbly goldfish who's always ready to make a splash!","|cFFFFD200Promotion|r |n",4236,200900,407786,4777763,8,16466,7,6,7
"There must always be a Lick King.","|cFFFFD200Achievement:|r Defense Protocol Gamma: Terminated|n|cFFFFD200Achievement:|r Dungeons & Raids|n",4329,213605,428053,5279604,3,82,5,6,7
"Everything you own will eventually belong to Pinchy. What, are you really going to argue with those claws?","|cFFFFD200Special Event: |rPlunderstorm",4532,222858,446916,5617452,8,16466,7,6,7
"This wise watcher of the winter woods is a hoot to adventure with!","|cFFFFD200Promotion|r |n",4585,224065,450535,5770411,2,16466,7,6,7
"The game's afoot. Except when it is time to nap. Afterwards though, it's game on!","|cFFFFD200Promotion|r |n",4683,232527,468201,6124234,7,16466,7,6,7
"Crafted from sacred timber and blessed by festive winds.","|cFFFFD200Promotion|r |n",4685,232536,468247,6124702,2,66,7,6,7
"With boundless energy and unbridled enthusiasm, the foal seeks the skies. It may not be ready, but exercise caution if you try to hold it back.","|cFFFFD200In-Game Shop|r",4862,248495,1246166,7142516,7,16466,9,6,7
,,4897,251819,1254207,7277052,8,16594,-1,6,7
"A rare auspicious beast in Pandaria. Well-traveled hozen call it a ""mobile luck amplifier.""","|cFFFFD200In-Game Shop|r",4902,261152,1256380,7315561,4,16466,9,34,60
"No one knows how Lil' Coalee got his name. Was it his black heart? Was it his love for a warm fire? Was it simply that one of his parents were Big Coalee. Asking him yields no answers, only rage.","|cFFFFD200Promotion|r ",4907,254356,1261676,4891621,5,16466,9,6,7
"Curious and inquisitive, this starry-eyed whelpling has big dreams and a wish to explore every world in the cosmos.","|cFFFFD200Promotion|r |n",4962,255820,1266325,7317259,1,16466,7,6,7
"With boundless energy and unbridled enthusiasm, the foal seeks the skies. It may not be ready, but exercise caution if you try to hold it back.","|cFFFFD200In-Game Shop|r",5000,259429,1280074,7481108,7,16466,9,6,7
"Pinky just hatched and is ready for adventure. But naptime may take precedence.",|cFFFFD200Promotion|r|n|n,5080,266912,1297823,7889090,1,16466,7,6,7
"Cypress soars with the wisdom of forests and the fire of celebration.","|cFFFFD200Promotion|r |n",4273,211012,423843,5373378,1,16466,7,6,7
"A rare Sha born of hope, radiating happiness instead of despair.","|cFFFFD200Promotion|r |n",4734,237248,1217380,6243478,6,16450,7,6,7
"With boundless energy and unbridled enthusiasm, the foal seeks the skies. It may not be ready, but exercise caution if you try to hold it back.","|cFFFFD200Promotion|r |n",4998,259428,1280069,7142516,7,16466,7,6,7
"According to Tol'vir beliefs, a crocolisk nest that hatches during the Festival of the Sun is said to be blessed by the river guardian, Sa'bak.","|cFFFFD200Promotion|r |n",4850,245603,1238896,6694821,8,16466,7,6,7
,,5042,263232,1289296,7657804,2,16466,-1,6,7
,,5120,268678,1302110,7864628,7,16594,-1,6,7
,,5113,268569,1301783,7570980,2,16466,-1,6,7
"Don't let the tiny wings fool you. He is already scheming, sulking, and setting things on fire.","|cFFFFD200Promotion|r |n",4274,211025,423868,5210737,1,16466,7,6,7
,,5051,263923,1291005,7657991,2,16466,-1,6,7
